anonymized_registration;statusCode;statusYear;admissionCode;admissionYear;affirmativePolicy;birthDate;secondarySchool;secondarySchoolGraduationYear;gender;curriculumCode;mandatoryCredits;optionalCredits;complementaryCredits;gpa;completedTerms;suspendedTerms;institutionalEnrollments;mobilityTerms;enrolledCredits;admissionGrade
929444699;CANCELADO NOVO INGRESSO MESMO CURSO;2016.1;VESTIBULAR / ENEM;2014.1;N/A;06/04/1994;Somente escola privada;2010;Masculino;1999;70;17;0;5,37;4;0;0;0;0;702,30
686415333;GRADUADO;2016.2;VESTIBULAR / ENEM;2014.1;L6;17/03/1990;Somente escola pblica;2007;Masculino;1999;114;43;52;6,31;6;0;0;0;0;629,30
649351165;CANCELADO NOVO INGRESSO MESMO CURSO;2019.2;VESTIBULAR / ENEM;2014.1;N/A;01/11/1996;Somente escola privada;2013;Masculino;2017;100;48;0;5,33;11;0;0;0;0;715,30
795249109;GRADUADO;2019.1;VESTIBULAR / ENEM;2014.1;L1;10/09/1996;Somente escola pblica;2013;Feminino;1999;114;42;52;7,63;11;0;0;0;0;662,70
703253470;GRADUADO;2018.1;VESTIBULAR / ENEM;2014.1;N/A;17/04/1994;Somente escola privada;2011;Feminino;1999;114;43;52;6,31;9;0;0;0;0;687,50
813311035;GRADUADO;2019.2;VESTIBULAR / ENEM;2014.1;N/A;16/02/1996;Somente escola privada;2013;Masculino;2017;116;72;30;6,97;12;0;0;0;0;666,00
403209905;CANCELADO NOVO INGRESSO MESMO CURSO;2017.1;VESTIBULAR / ENEM;2014.1;N/A;05/02/1993;Somente escola privada;2010;Masculino;1999;96;0;18;6,83;6;0;0;0;0;662,10
766916681;CANCELADO REPROVOU TODAS POR FALTAS;2014.2;VESTIBULAR / ENEM;2014.1;L6;15/10/1979;Somente escola pblica;2000;Masculino;1999;0;0;0;0,00;1;0;0;0;0;616,00
340962728;GRADUADO;2016.1;VESTIBULAR / ENEM;2014.1;N/A;26/04/1987;Somente escola privada;2004;Masculino;1999;114;45;52;6,12;5;0;0;0;0;658,20
387768863;CANCELADO NOVO INGRESSO MESMO CURSO;2016.1;VESTIBULAR / ENEM;2014.1;L6;19/09/1995;Somente escola pblica;2013;Masculino;1999;46;0;2;5,02;4;0;0;0;0;585,30
704836420;CANCELADO REPROVOU TODAS POR FALTAS;2015.2;VESTIBULAR / ENEM;2014.1;N/A;26/09/1996;Somente escola privada;2013;Masculino;1999;16;0;0;2,31;3;0;0;0;0;692,50
781343355;CANCELADO REPROVOU TODAS POR FALTAS;2014.2;VESTIBULAR / ENEM;2014.1;N/A;14/04/1986;Somente escola privada;2003;Masculino;1999;16;0;4;3,64;1;0;0;0;0;659,70
668104512;GRADUADO;2019.1;VESTIBULAR / ENEM;2014.1;N/A;03/05/1996;Somente escola privada;2013;Masculino;1999;114;42;52;9,58;10;1;0;0;0;834,50
603395078;CANCELAMENTO P/ SOLICITACAO ALUNO;2015.1;VESTIBULAR / ENEM;2014.1;N/A;24/10/1996;Somente escola privada;2013;Masculino;1999;24;0;6;6,01;3;0;0;0;0;662,60
848190205;ATIVO;2021.2;VESTIBULAR / ENEM;2014.1;N/A;11/02/1993;Somente escola privada;2010;Masculino;2017;120;73;30;5,77;15;1;2;0;12;689,10
232292603;GRADUADO;2019.1;VESTIBULAR / ENEM;2014.1;N/A;08/11/1996;Somente escola privada;2013;Masculino;1999;114;42;52;7,99;11;0;0;0;0;678,60
584438613;CANCELADO NOVO INGRESSO MESMO CURSO;2016.1;VESTIBULAR / ENEM;2014.1;L2;01/04/1992;Somente escola pblica;2009;Masculino;1999;100;15;28;6,11;4;0;0;0;0;641,00
800820383;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.2;VESTIBULAR / ENEM;2014.1;N/A;17/07/1996;Somente escola privada;2013;Feminino;1999;34;6;6;4,40;5;0;0;0;0;639,70
164328608;CANCELADO REPROVOU TODAS POR FALTAS;2016.1;VESTIBULAR / ENEM;2014.1;L1;02/02/1989;Somente escola pblica;2006;Masculino;1999;38;13;10;4,07;4;0;0;0;0;635,70
653903871;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.2;VESTIBULAR / ENEM;2014.1;N/A;19/02/1996;Somente escola privada;2013;Masculino;1999;26;0;2;2,78;5;0;0;0;0;635,60
433050741;GRADUADO;2017.2;VESTIBULAR / ENEM;2014.1;N/A;23/10/1992;Somente escola pblica;2010;Feminino;1999;114;43;52;6,12;8;0;0;0;0;636,00
675376424;GRADUADO;2016.1;VESTIBULAR / ENEM;2014.1;N/A;11/01/1991;Somente escola privada;2007;Masculino;1999;114;43;52;6,77;5;0;0;0;0;639,40
594276239;CANCELAMENTO POR ABANDONO;2016.2;VESTIBULAR / ENEM;2014.1;N/A;24/03/1995;Somente escola privada;2012;Masculino;1999;34;0;0;4,78;3;2;0;0;0;649,80
687729757;CANCELADO NOVO INGRESSO MESMO CURSO;2014.2;VESTIBULAR / ENEM;2014.1;N/A;31/07/1996;Somente escola privada;2013;Feminino;1999;0;0;0;0,00;1;0;0;0;0;643,80
189868964;CANCELADO NOVO INGRESSO MESMO CURSO;2015.1;VESTIBULAR / ENEM;2014.1;L2;30/01/1996;Somente escola pblica;2013;Masculino;1999;30;0;0;6,10;2;0;0;0;0;609,50
776476768;CANCELAMENTO POR ABANDONO;2015.2;VESTIBULAR / ENEM;2014.1;N/A;31/10/1995;Somente escola privada;2013;Masculino;1999;22;0;0;3,04;3;0;0;0;0;645,80
766534823;CANCELADO NOVO INGRESSO OUTRO CURSO;2014.2;VESTIBULAR / ENEM;2014.1;N/A;18/11/1995;Somente escola privada;2012;Masculino;1999;0;0;0;2,56;1;0;0;0;0;642,50
629829674;CANCELAMENTO P/ SOLICITACAO ALUNO;2014.1;VESTIBULAR / ENEM;2014.1;N/A;13/08/1996;Somente escola privada;2013;Masculino;1999;0;0;0;0,00;0;0;0;0;0;643,60
542725672;CANCELADO NOVO INGRESSO MESMO CURSO;2016.2;VESTIBULAR / ENEM;2014.1;L2;20/05/1995;Somente escola pblica;2012;Masculino;1999;76;10;4;6,37;5;0;0;0;0;612,10
895221824;CANCELADO NOVO INGRESSO MESMO CURSO;2014.2;VESTIBULAR / ENEM;2014.1;N/A;06/12/1991;Somente escola privada;2009;Feminino;1999;74;0;0;5,72;1;0;0;0;0;636,10
631695428;CANCELADO NOVO INGRESSO MESMO CURSO;2016.2;VESTIBULAR / ENEM;2014.1;L6;03/05/1995;Somente escola pblica;2012;Feminino;1999;34;11;0;4,38;5;0;0;0;0;578,50
230123419;CANCELAMENTO P/ SOLICITACAO ALUNO;2014.1;VESTIBULAR / ENEM;2014.1;N/A;28/03/1995;Pblica e privada, tendo ficado mais tempo em escola privada;2011;Masculino;1999;34;0;2;5,00;1;0;0;0;0;638,00
545755797;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1;VESTIBULAR / ENEM;2014.1;L1;09/02/1994;Somente escola pblica;2010;Masculino;1999;60;15;6;4,87;4;0;0;0;0;639,40
103271482;CANCELADO 3 REPROV MESMA DISCIPLINA;2015.2;VESTIBULAR / ENEM;2014.1;N/A;04/11/1991;Somente escola privada;2009;Masculino;1999;54;12;14;4,23;3;0;0;0;0;649,50
942085674;CANCELADO REPROVOU TODAS POR FALTAS;2015.1;VESTIBULAR / ENEM;2014.1;N/A;30/11/1996;Somente escola privada;2013;Masculino;1999;0;0;0;0,53;2;0;0;0;0;641,80
580615434;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1;VESTIBULAR / ENEM;2014.1;L6;06/09/1994;Somente escola pblica;2011;Masculino;1999;30;0;2;3,38;4;0;0;0;0;584,80
285463253;CANCELAMENTO P/ SOLICITACAO ALUNO;2016.2;VESTIBULAR / ENEM;2014.1;N/A;16/01/1995;Somente escola privada;2013;Masculino;1999;62;6;6;5,57;5;0;0;0;0;633,10
404216445;GRADUADO;2018.1;VESTIBULAR / ENEM;2014.1;L1;03/07/1992;Somente escola pblica;2010;Feminino;1999;114;45;52;7,17;9;0;2;0;0;634,40
882261271;CANCELAMENTO POR ABANDONO;2014.2;VESTIBULAR / ENEM;2014.1;N/A;01/11/1996;Somente escola privada;2013;Masculino;1999;0;0;0;0,13;1;0;0;0;0;632,70
924715024;GRADUADO;2019.1;VESTIBULAR / ENEM;2014.1;N/A;11/06/1996;Somente escola privada;2013;Masculino;1999;114;44;52;6,86;11;0;0;0;0;631,60
087784960;GRADUADO;2018.2;VESTIBULAR / ENEM;2014.1;N/A;14/06/1996;Somente escola privada;2013;Masculino;1999;114;46;52;8,10;10;0;0;0;0;631,80
039983332;GRADUADO;2018.2;VESTIBULAR / ENEM;2014.1;N/A;19/10/1996;Somente escola privada;2013;Masculino;1999;114;43;52;7,71;10;0;0;0;0;634,70
084108909;GRADUADO;2016.2;VESTIBULAR / ENEM;2014.1;N/A;21/06/1990;Somente escola privada;2007;Masculino;1999;114;42;52;7,08;6;0;2;0;0;634,10
674794937;CANCELADO REPROVOU TODAS POR FALTAS;2014.2;VESTIBULAR / ENEM;2014.1;N/A;21/03/1989;Somente escola privada;2007;Masculino;1999;0;0;0;0,00;1;0;0;0;0;630,70
912647584;CANCELAMENTO POR ABANDONO;2015.1;VESTIBULAR / ENEM;2014.1;N/A;06/03/1978;Somente escola pblica;1995;Masculino;1999;8;4;0;3,69;2;0;0;0;0;632,40
155133211;CANCELAMENTO P/ SOLICITACAO ALUNO;2015.2;VESTIBULAR / ENEM;2014.1;L5;23/03/1994;Somente escola pblica;2012;Feminino;1999;20;2;2;4,40;3;0;0;0;0;632,90
686467227;CANCELAMENTO P/ SOLICITACAO ALUNO;2014.1;VESTIBULAR / ENEM;2014.1;N/A;28/11/1977;Pblica e privada, tendo ficado mais tempo em escola privada;1995;Masculino;1999;58;14;0;7,16;1;0;0;0;0;635,20
579333980;CANCELAMENTO P/ SOLICITACAO ALUNO;2015.2;VESTIBULAR / ENEM;2014.1;N/A;03/09/1995;Somente escola privada;2013;Masculino;1999;20;0;0;2,51;3;0;0;0;0;630,60
990076458;CANCELADO 3 REPROV MESMA DISCIPLINA;2015.2;VESTIBULAR / ENEM;2014.1;L1;13/07/1995;;2013;Masculino;1999;16;0;0;3,33;3;0;0;0;0;633,30
942987772;GRADUADO;2015.2;VESTIBULAR / ENEM;2014.1;N/A;10/01/1992;Somente escola privada;2009;Masculino;1999;114;43;52;6,86;4;0;0;0;0;632,60
263306103;GRADUADO;2021.1;VESTIBULAR / ENEM;2014.1;L1;15/03/1996;Somente escola pblica;2012;Masculino;2017;128;68;30;6,39;15;0;0;0;0;635,10
952553635;ATIVO;2021.2;VESTIBULAR / ENEM;2014.1;L2;06/05/1995;Somente escola pblica;2013;Masculino;2017;128;68;4;6,83;12;1;0;0;4;609,20
980657612;GRADUADO;2019.2;VESTIBULAR / ENEM;2014.1;N/A;15/05/1996;Somente escola pblica;2013;Masculino;2017;116;66;30;7,61;12;0;0;0;0;631,30
851528534;GRADUADO;2016.1;VESTIBULAR / ENEM;2014.1;N/A;10/09/1990;Somente escola pblica;2009;Masculino;1999;114;44;52;6,59;5;0;0;0;0;627,20
022530591;CANCELAMENTO POR ABANDONO;2020.2;VESTIBULAR / ENEM;2014.1;N/A;11/11/1994;Somente escola privada;2011;Masculino;2017;84;46;0;4,87;12;1;0;0;0;628,80
077087456;CANCELADO REPROVOU TODAS POR FALTAS;2014.2;VESTIBULAR / ENEM;2014.1;N/A;30/01/1994;Somente escola privada;2011;Masculino;1999;8;0;0;1,44;1;0;0;0;0;629,70
036192924;GRADUADO;2016.2;VESTIBULAR / ENEM;2014.1;N/A;15/10/1993;Somente escola privada;2010;Masculino;1999;114;42;52;7,38;6;0;0;0;0;627,50
913719107;CANCELAMENTO P/ SOLICITACAO ALUNO;2014.1;VESTIBULAR / ENEM;2014.1;N/A;01/01/1996;Somente escola privada;2013;Masculino;1999;0;0;0;0,00;0;0;0;0;0;627,10
746953059;CANCELADO REPROVOU TODAS POR FALTAS;2016.2;VESTIBULAR / ENEM;2014.1;N/A;18/01/1996;Somente escola privada;2013;Masculino;1999;34;4;2;3,69;5;0;0;0;0;626,50
742565143;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1;VESTIBULAR / ENEM;2014.1;L1;01/12/1993;Somente escola pblica;2012;Masculino;1999;34;0;2;3,58;4;0;0;0;0;623,50
127831757;GRADUADO;2018.2;REOPCAO;2014.1;N/A;04/07/1993;Somente escola privada;2010;Masculino;1999;114;53;52;8,35;10;0;0;0;0;-
148789979;CANCELADO 3 REPROV MESMA DISCIPLINA;2017.2;REOPCAO;2014.1;N/A;08/12/1992;Somente escola pblica;2009;Masculino;1999;46;0;4;3,57;7;0;0;0;0;-
778240478;CANCELADO REPROVOU TODAS POR FALTAS;2015.1;VESTIBULAR / ENEM;2014.1;L2;26/03/1992;;2010;Masculino;1999;8;0;0;1,36;2;0;0;0;0;594,20
220859142;GRADUADO;2019.1;VESTIBULAR / ENEM;2014.1;N/A;31/05/1994;Somente escola privada;2011;Masculino;1999;114;43;52;5,35;11;0;0;0;0;626,00
985980119;GRADUADO;2017.2;VESTIBULAR / ENEM;2014.1;L1;05/03/1988;Somente escola pblica;2006;Masculino;1999;114;43;52;6,31;8;0;0;0;0;621,00
310627872;GRADUADO;2019.1;SISU;2014.2;N/A;17/06/1995;Somente escola privada;2012;Masculino;2017;120;62;30;8,11;10;0;0;0;0;675,36
780561944;CANCELADO NOVO INGRESSO MESMO CURSO;2016.2;SISU;2014.2;N/A;06/03/1994;Somente escola privada;2010;Masculino;1999;38;6;2;5,36;4;0;0;0;0;671,96
018915450;GRADUADO;2019.1;SISU;2014.2;N/A;16/10/1994;Somente escola privada;2011;Feminino;1999;114;42;52;7,44;10;0;0;0;0;766,94
691783328;GRADUADO;2019.1;SISU;2014.2;L1;01/11/1995;Somente escola pblica;2013;Masculino;1999;114;44;52;8,54;10;0;0;0;0;645,14
415357810;GRADUADO;2019.1;SISU;2014.2;L2;08/01/1991;Somente escola pblica;2007;Masculino;1999;114;52;52;8,14;10;0;0;0;0;655,48
468165631;GRADUADO;2017.2;SISU;2014.2;N/A;15/09/1991;Somente escola privada;2009;Masculino;1999;114;42;52;6,32;5;2;0;0;0;670,84
427784738;GRADUADO;2019.2;SISU;2014.2;L5;19/11/1995;Somente escola pblica;2013;Feminino;2017;120;62;30;7,16;11;0;0;0;0;648,80
765874026;CANCELAMENTO POR ABANDONO;2015.1;SISU;2014.2;N/A;02/10/1989;Somente escola privada;2006;Masculino;1999;0;0;0;1,02;1;0;0;0;0;728,28
022458232;GRADUADO;2019.1;SISU;2014.2;L6;24/02/1995;Somente escola pblica;2013;Masculino;1999;114;42;52;6,85;10;0;0;0;0;636,98
944030900;CANCELADO REPROVOU TODAS POR FALTAS;2015.2;SISU;2014.2;N/A;02/05/1964;Somente escola privada;1982;Masculino;1999;0;0;0;0,64;2;0;0;0;0;670,12
868734872;CANCELAMENTO P/ SOLICITACAO ALUNO;2015.1;SISU;2014.2;L2;02/01/1996;Somente escola pblica;2013;Masculino;1999;12;0;0;5,65;1;0;0;0;0;643,18
046160688;GRADUADO;2019.1;SISU;2014.2;N/A;09/02/1994;Somente escola privada;2012;Masculino;2017;116;66;30;7,95;10;0;0;0;0;692,40
693715030;GRADUADO;2019.1;SISU;2014.2;N/A;14/05/1997;Somente escola privada;2013;Masculino;1999;114;44;52;8,40;10;0;0;0;0;684,94
224153566;CANCELAMENTO POR ABANDONO;2015.2;SISU;2014.2;N/A;28/08/1993;Somente escola privada;2010;Masculino;1999;16;4;0;2,38;2;0;0;0;0;652,66
745587980;GRADUADO;2019.1;SISU;2014.2;N/A;01/05/1997;Somente escola privada;2014;Masculino;2017;120;66;30;7,88;10;0;0;0;0;669,58
460512596;GRADUADO;2018.2;SISU;2014.2;N/A;14/09/1995;Somente escola pblica;2013;Masculino;1999;114;42;52;8,09;9;0;0;0;0;666,00
554720297;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.2;SISU;2014.2;N/A;20/04/1991;Somente escola privada;2007;Masculino;1999;58;14;14;4,73;4;0;0;0;0;665,40
171357417;GRADUADO;2019.2;SISU;2014.2;N/A;11/08/1994;Somente escola pblica;2014;Masculino;2017;120;62;30;7,85;10;1;0;0;0;663,78
032070371;CANCELADO 3 REPROV MESMA DISCIPLINA;2017.1;SISU;2014.2;N/A;15/05/1996;Somente escola pblica;2014;Feminino;1999;56;2;2;6,18;4;1;0;0;0;660,74
070564549;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1;SISU;2014.2;N/A;12/12/1996;Somente escola privada;2013;Masculino;1999;18;0;0;3,17;3;0;0;0;0;657,08
042693500;GRADUADO;2017.2;SISU;2014.2;N/A;19/03/1995;Somente escola privada;2012;Masculino;1999;114;43;52;6,92;7;0;0;0;0;654,40
232358828;CANCELADO NOVO INGRESSO MESMO CURSO;2015.1;JUDICIAL;2014.2;L1;27/09/1997;;2014;Masculino;1999;4;0;0;2,05;2;0;1;0;0;-
694922832;CANCELAMENTO POR ABANDONO;2021.2;SISU;2014.2;L2;28/03/1996;Somente escola pblica;2013;Masculino;2017;108;42;4;5,55;12;1;0;0;0;614,60
594084829;CANCELADO REPROVOU TODAS POR FALTAS;2015.2;SISU;2014.2;L1;12/10/1994;Somente escola pblica;2012;Masculino;1999;0;0;0;0,10;2;0;0;0;0;598,40
988884030;CANCELADO REPROVOU TODAS POR FALTAS;2016.2;SISU;2014.2;N/A;27/08/1994;Somente escola privada;2011;Masculino;1999;72;16;10;5,34;4;0;0;0;0;619,70
660313609;CANCELADO NOVO INGRESSO OUTRO CURSO;2015.1;SISU;2014.2;L6;04/10/1995;Somente escola pblica;2012;Feminino;1999;4;0;0;1,75;1;0;0;0;0;596,20
453048220;CANCELADO 3 REPROV MESMA DISCIPLINA;2019.1;SISU;2014.2;L2;01/06/1990;Somente escola pblica;2007;Feminino;2017;76;26;0;5,57;9;0;0;0;0;605,90
747931203;CANCELADO REPROVOU TODAS POR FALTAS;2015.2;SISU;2014.2;L5;02/04/1986;Somente escola pblica;2007;Masculino;1999;16;0;0;3,21;2;0;0;0;0;554,20
814974057;CANCELADO 3 REPROV MESMA DISCIPLINA;2017.1;SISU;2014.2;N/A;06/05/1993;Somente escola privada;2010;Masculino;1999;54;9;2;4,00;5;0;0;0;0;632,60
449732536;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1;SISU;2014.2;N/A;21/08/1986;Somente escola pblica;2009;Feminino;1999;42;20;6;4,71;3;0;0;0;0;623,90
808964208;CANCELADO REPROVOU TODAS POR FALTAS;2015.2;SISU;2014.2;N/A;17/07/1995;Somente escola privada;2012;Feminino;1999;4;0;0;1,27;2;0;0;0;0;621,40
406392675;CANCELAMENTO POR ABANDONO;2017.2;SISU;2014.2;N/A;06/10/1996;Somente escola privada;2013;Masculino;1999;42;0;4;4,30;4;2;0;0;0;619,10
766770233;GRADUADO;2019.1;SISU;2014.2;L5;11/05/1995;Somente escola pblica;2014;Masculino;2017;120;62;30;7,61;10;0;0;0;0;620,00
724308715;CANCELAMENTO POR ABANDONO;2016.1;SISU;2014.2;L5;28/10/1996;Somente escola pblica;2014;Masculino;1999;30;0;0;5,26;2;1;0;0;0;570,80
360900856;GRADUADO;2017.1;SISU;2014.2;N/A;27/01/1994;Somente escola privada;2010;Masculino;1999;114;44;52;6,67;6;0;0;0;0;620,70
144852346;CANCELADO REPROVOU TODAS POR FALTAS;2015.1;SISU;2014.2;N/A;05/12/1993;Somente escola privada;2011;Masculino;1999;0;0;0;0,00;1;0;0;0;0;618,70
348087193;CANCELADO 3 REPROV MESMA DISCIPLINA;2020.1;SISU;2014.2;N/A;26/06/1994;Somente escola privada;2011;Feminino;2017;64;36;0;4,26;11;0;0;0;0;626,00
336901487;GRADUADO;2018.1;SISU;2014.2;N/A;10/04/1994;Somente escola pblica;2010;Masculino;1999;114;42;52;7,30;8;0;0;0;0;634,30
041735381;CANCELAMENTO POR ABANDONO;2015.1;SISU;2014.2;L2;14/08/1995;Somente escola pblica;2014;Masculino;1999;0;0;0;0,00;1;0;0;0;0;622,50
844520388;GRADUADO;2016.2;SISU;2014.2;N/A;25/06/1993;Pblica e privada, tendo ficado mais tempo em escola pblica;2010;Masculino;1999;114;42;52;7,40;5;0;0;0;0;622,60
722620306;ATIVO;2021.2;SISU;2014.2;N/A;04/08/1996;Pblica e privada, tendo ficado mais tempo em escola privada;2013;Masculino;2017;128;68;4;5,70;13;0;0;0;4;622,20
106257613;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1;SISU;2014.2;N/A;21/07/1993;Somente escola privada;2011;Masculino;1999;34;0;0;3,71;3;0;0;0;0;630,10
228770783;CANCELADO REPROVOU TODAS POR FALTAS;2015.2;SISU;2014.2;N/A;03/02/1986;Somente escola privada;2003;Masculino;1999;62;12;2;5,03;2;0;0;0;0;640,00
735002792;GRADUADO;2019.2;SISU;2014.2;N/A;13/04/1996;Somente escola privada;2013;Masculino;1999;114;42;52;8,16;10;1;0;0;0;625,90
920072573;CANCELADO NOVO INGRESSO MESMO CURSO;2017.2;SISU;2014.2;L2;15/03/1997;Somente escola pblica;2013;Masculino;1999;22;4;0;3,41;5;1;0;0;0;611,80
919225443;GRADUADO;2020.1;SISU;2014.2;N/A;21/08/1996;Somente escola privada;2013;Masculino;2017;116;72;30;7,25;12;0;0;0;0;632,70
058915731;CANCELAMENTO POR ABANDONO;2015.1;SISU;2014.2;N/A;19/08/1995;Somente escola privada;2013;Masculino;1999;0;0;0;0,45;1;0;0;0;0;622,80
589235854;GRADUADO;2016.2;SISU;2014.2;N/A;29/03/1993;Pblica e privada, tendo ficado mais tempo em escola privada;2010;Masculino;1999;114;43;52;6,77;5;0;0;0;0;626,10
653530845;CANCELADO REPROVOU TODAS POR FALTAS;2015.1;SISU;2014.2;N/A;07/01/1989;Somente escola privada;2007;Masculino;1999;0;0;0;0,00;1;0;0;0;0;623,80
679440105;CANCELAMENTO POR ABANDONO;2015.1;SISU;2014.2;N/A;06/12/1991;Somente escola privada;2009;Feminino;1999;74;0;0;6,14;1;0;0;0;0;636,10
504313720;CANCELAMENTO POR ABANDONO;2015.1;SISU;2014.2;N/A;14/08/1996;Somente escola privada;2013;Masculino;1999;0;0;0;0,63;1;0;0;0;0;643,80
333727250;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1;SISU;2014.2;N/A;04/06/1997;Somente escola privada;2013;Masculino;1999;26;0;0;4,12;3;0;0;0;0;631,70
124719903;GRADUADO;2019.2;SISU;2014.2;N/A;07/03/1997;Somente escola privada;2013;Masculino;1999;114;42;52;7,55;11;0;0;0;0;649,50
647440686;CANCELADO NOVO INGRESSO MESMO CURSO;2015.2;SISU;2014.2;L6;31/12/1995;Somente escola pblica;2012;Feminino;1999;22;4;0;5,78;2;0;0;0;0;577,80
565181240;CANCELADO REPROVOU TODAS POR FALTAS;2015.2;SISU;2014.2;N/A;06/05/1997;Somente escola privada;2013;Masculino;1999;16;0;0;2,48;2;0;0;0;0;623,20
616722591;GRADUADO;2018.2;SISU;2014.2;N/A;03/09/1993;Somente escola privada;2011;Masculino;1999;114;42;52;6,24;9;0;0;0;0;620,20
923368642;CANCELAMENTO POR ABANDONO;2015.1;SISU;2014.2;N/A;16/05/1986;Somente escola privada;2003;Masculino;1999;0;0;0;0,15;1;0;0;0;0;620,30
642702111;CANCELADO NOVO INGRESSO MESMO CURSO;2016.2;SISU;2014.2;L2;02/01/1995;Somente escola pblica;2013;Feminino;1999;58;2;2;6,45;4;0;0;0;0;623,50
502027996;CANCELAMENTO POR ABANDONO;2015.1;SISU;2014.2;N/A;14/02/1997;Somente escola privada;2013;Feminino;1999;0;0;0;0,97;1;0;0;0;0;617,50
347857842;CANCELADO 3 REPROV MESMA DISCIPLINA;2019.1;SISU;2014.2;L5;02/07/1990;Somente escola pblica;2008;Masculino;2017;72;40;0;5,42;8;1;0;0;0;640,90
416132398;CANCELADO 3 REPROV MESMA DISCIPLINA;2017.2;SISU;2014.2;N/A;06/04/1995;Somente escola pblica;2013;Masculino;1999;50;6;6;4,95;6;0;0;0;0;622,60
399289264;CANCELADO NOVO INGRESSO OUTRO CURSO;2017.1;SISU;2014.2;N/A;15/01/1997;Somente escola privada;2013;Masculino;1999;66;4;6;5,93;5;0;0;0;0;624,20
363500723;CANCELAMENTO POR ABANDONO;2020.2;SISU;2014.2;N/A;11/10/1995;Somente escola privada;2013;Masculino;2017;44;36;0;4,27;10;2;0;0;0;610,70
052420422;CANCELADO REPROVOU TODAS POR FALTAS;2015.1;SISU;2014.2;L6;23/05/1996;Somente escola pblica;2013;Masculino;1999;0;0;0;0,00;1;0;0;0;0;568,40
928235029;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1;SISU;2014.2;N/A;30/01/1992;Somente escola privada;2010;Masculino;1999;58;19;6;5,84;3;0;0;0;0;611,00
659819940;GRADUADO;2019.1;SISU;2014.2;N/A;24/02/1995;Somente escola privada;2010;Feminino;1999;114;46;52;6,32;10;0;0;0;0;611,50
888846405;GRADUADO;2019.2;SISU;2014.2;N/A;02/10/1995;Somente escola privada;2013;Masculino;1999;114;42;52;6,88;11;0;0;0;0;616,30
258715406;CANCELADO 3 REPROV MESMA DISCIPLINA;2017.2;SISU;2014.2;N/A;05/02/1994;Somente escola privada;2011;Masculino;1999;54;6;14;4,79;6;0;0;0;0;616,40
648062122;CANCELADO NOVO INGRESSO MESMO CURSO;2016.2;SISU;2014.2;N/A;10/05/1994;Somente escola pblica;2010;Masculino;1999;66;6;6;7,23;4;0;0;0;0;616,40
451351861;CANCELAMENTO POR ABANDONO;2015.2;SISU;2014.2;N/A;02/08/1996;Somente escola privada;2013;Masculino;1999;4;0;0;1,26;2;0;0;0;0;612,40
635236021;GRADUADO;2019.1;SISU;2014.2;N/A;24/10/1994;Somente escola privada;2012;Masculino;1999;114;43;52;6,92;10;0;0;0;0;616,70
895234315;CANCELAMENTO P/ SOLICITACAO ALUNO;2015.1;SISU;2014.2;N/A;30/11/1990;Somente escola privada;2010;Masculino;1999;8;4;0;3,40;2;0;0;0;0;616,40
989948674;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1;SISU;2014.2;L5;21/07/1996;Somente escola pblica;2013;Masculino;1999;4;0;0;1,66;3;0;0;0;0;551,40
831988065;CANCELADO REPROVOU TODAS POR FALTAS;2015.2;SISU;2014.2;N/A;07/10/1994;Somente escola pblica;2012;Masculino;1999;12;0;0;2,60;2;0;0;0;0;613,10
930873110;CANCELAMENTO P/ SOLICITACAO ALUNO;2014.2;SISU;2014.2;L1;26/04/1996;Somente escola pblica;2013;Feminino;1999;0;0;0;0,00;0;0;0;0;0;595,90
185837600;CANCELADO 3 REPROV MESMA DISCIPLINA;2017.2;SISU;2014.2;N/A;08/01/1996;Somente escola privada;2012;Masculino;1999;16;0;0;1,98;6;0;1;0;0;608,50
110453130;CANCELAMENTO POR ABANDONO;2015.2;SISU;2014.2;N/A;04/11/1996;Somente escola privada;2013;Masculino;1999;14;0;0;3,87;2;0;0;0;0;605,20
213024063;CANCELAMENTO P/ SOLICITACAO ALUNO;2015.2;SISU;2014.2;N/A;09/08/1996;Somente escola privada;2013;Masculino;1999;12;0;0;1,85;2;0;0;0;0;605,40
938701815;CANCELADO REPROVOU TODAS POR FALTAS;2015.2;SISU;2014.2;L6;16/02/1995;Somente escola pblica;2012;Masculino;1999;8;0;0;1,21;2;0;0;0;0;561,30
207951096;CANCELADO REPROVOU TODAS POR FALTAS;2015.2;SISU;2014.2;N/A;23/12/1994;Somente escola privada;2011;Masculino;1999;0;0;0;0,21;2;0;0;0;0;607,30
138777712;CANCELADO REPROVOU TODAS POR FALTAS;2018.1;SISU;2014.2;N/A;26/10/1995;Somente escola privada;2013;Masculino;1999;66;0;6;4,53;6;1;0;0;0;604,00
